binom,Alpha Probs,Nonalpha Probs,ProbAandB,log_odds
counties and towns,-22.572595834732056,-22.23298931121826,0.4159050603725913,-0.33960652351379395
bodies and faces,-23.01494836807251,-21.335586071014404,0.15717992973221934,-1.6793622970581055
ability and desire,-25.588786125183105,-24.586151599884033,0.2684237576744353,-1.0026345252990723
chest and stomach,-22.147278785705566,-22.66867971420288,0.6274752918566209,0.5214009284973145
Illinois and Missouri,-19.44346594810486,-19.75331401824951,0.5768481763446319,0.3098480701446533
jams and jellies,-19.051222656155005,-23.43990409374237,0.9877352019742879,4.3886814375873655
Tories and Whigs,-24.332930497825146,-18.176578849554062,0.0021154888088588722,-6.156351648271084
dogs and men,-21.103249549865723,-21.88528823852539,0.6861193316054637,0.782038688659668
discussion and thought,-26.55164670944214,-23.045328617095947,0.029132995533621468,-3.5063180923461914
distress and pain,-23.948031663894653,-23.56827998161316,0.40618678967596317,-0.37975168228149414
mouth and nostrils,-25.009818136692047,-25.655407667160034,0.6560158863222858,0.6455895304679871
cakes and pies,-19.637139558792114,-21.099149584770203,0.811839910527456,1.4620100259780884
adventure and romance,-21.35668706893921,-22.226574897766113,0.7047223569741868,0.8698878288269043
agreements and contracts,-21.637670516967773,-20.495882272720337,0.2419921885074684,-1.1417882442474365
crime and poverty,-21.243185877799988,-20.85041618347168,0.4030507313622108,-0.3927696943283081
cousins and uncles,-23.687971593812108,-22.891874194145203,0.3108609412424978,-0.7960973996669054
fire and light,-20.840648651123047,-20.6791832447052,0.4597211198783544,-0.16146540641784668
child and husband,-24.423076152801514,-22.049498558044434,0.0852098548695743,-2.37357759475708
vinegar and water,-19.903196811676025,-22.365325450897217,0.9214438827865137,2.4621286392211914
fork and spoon,-20.43956446647644,-19.704904794692993,0.3241730285771377,-0.7346596717834473
Burma and India,-18.80654001235962,-19.452184200286865,0.6560282201670676,0.6456441879272461
fruit and nuts,-19.4069344997406,-20.691260814666748,0.783185310992075,1.2843263149261475
ability and strength,-26.703421592712402,-22.712286710739136,0.018143462866287697,-3.9911348819732666
agencies and individuals,-24.067209482192993,-24.003012895584106,0.483956362891444,-0.06419658660888672
coffee and sandwiches,-21.24843454360962,-21.566684246063232,0.5788976321006692,0.3182497024536133
coffee and toast,-19.939429759979248,-20.204983711242676,0.5660010825922557,0.26555395126342773
anger and anxiety,-21.414547443389893,-22.180498719215393,0.6826444233501068,0.7659512758255005
apprehension and fear,-23.787220418453217,-23.14154825359583,0.34396546672087785,-0.6456721648573875
figures and words,-23.529507637023926,-22.56746006011963,0.27646842321763776,-0.9620475769042969
blood and guts,-18.471402168273926,-22.282917737960815,0.9783638385893678,3.8115155696868896
action and character,-23.027077674865723,-23.166460037231445,0.5347892865796259,0.13938236236572266
diamonds and rubies,-20.710472812876105,-21.084408044815063,0.5924095258664818,0.37393523193895817
plans and projects,-21.828446865081787,-21.24476933479309,0.3580868337102889,-0.5836775302886963
jacket and trousers,-20.223159313201904,-21.871764421463013,0.8387024376914369,1.6486051082611084
kind and quantity,-24.555243492126465,-22.276821613311768,0.0929258885787901,-2.2784218788146973
family and neighborhood,-21.397364377975464,-23.886667728424072,0.923388534695784,2.4893033504486084
nights and weekends,-21.290932536125183,-23.68597912788391,0.9164488006384045,2.395046591758728
labor and money,-24.05107593536377,-23.10772705078125,0.2802243801154317,-0.9433488845825195
shower and tub,-24.69719409942627,-21.621572017669678,0.04412409547473545,-3.075622081756592
aggression and hostility,-23.739076256752014,-23.98617720603943,0.561462817554252,0.24710094928741455
information and material,-21.268388032913208,-22.213613510131836,0.7201539699826569,0.9452254772186279
despair and rage,-23.54944372177124,-23.66109609603882,0.527884132030752,0.11165237426757813
improvements and land,-28.12049961090088,-24.09560775756836,0.017551787198594168,-4.0248918533325195
landings and takeoffs,-23.94307690858841,-21.316558531136252,0.06745112022104649,-2.6265183774521574
novels and tales,-23.612439393997192,-26.009370803833008,0.9165930086698623,2.3969314098358154
corruption and crime,-21.96141767501831,-20.664032816886902,0.21460547003878105,-1.2973848581314087
anthropology and psychology,-22.32059907913208,-24.260417938232422,0.8743322419103173,1.9398188591003418
lecturer and writer,-23.809667110443115,-23.232405185699463,0.3595628677973354,-0.5772619247436523
fog and mist,-21.526394605636597,-21.682166576385498,0.5388644376206221,0.15577197074890137
field and stream,-19.738425493240356,-24.505091190338135,0.9915630837100384,4.766665697097778
dates and events,-20.580792546272278,-20.007895946502686,0.3605687185777261,-0.5728965997695923
belly and chest,-23.63506317138672,-22.67600727081299,0.2770672591217025,-0.9590559005737305
pain and shame,-23.059728384017944,-24.619523525238037,0.826323955114583,1.5597951412200928
doorways and windows,-21.79132890701294,-22.108213663101196,0.5785648562917765,0.31688475608825684
history and identity,-21.46175193786621,-22.727012395858765,0.7799303370111946,1.2652604579925537
anger and indignation,-22.80370743572712,-24.379631757736206,0.8286265278798122,1.5759243220090866
cream and peaches,-24.78655168414116,-17.267414152622223,5.423060843217316e-4,-7.519137531518936
classmates and friends,-23.33416986465454,-22.9567209482193,0.4067423344519134,-0.3774489164352417
movements and positions,-23.276155948638916,-22.40653657913208,0.2953335094619747,-0.8696193695068359
barrels and boxes,-23.836944818496704,-22.906803011894226,0.28289594590731476,-0.930141806602478
costumes and masks,-20.814807415008545,-21.004837036132813,0.5473649569812622,0.19002962112426758
attractions and repulsions,-28.173470080364496,-26.80483317375183,0.20284016394770757,-1.3686369066126645
effort and resources,-23.597025871276855,-27.66304874420166,0.9831435682917883,4.066022872924805
ability and age,-26.92499828338623,-22.804332494735718,0.01597437930488669,-4.120665788650513
editing and publishing,-19.89180278778076,-21.823522090911865,0.8734395986323307,1.9317193031311035
cysts and tumors,-23.65839958190918,-23.30411052145064,0.41234272294444996,-0.3542890604585409
dirt and sweat,-22.10384202003479,-24.884419441223145,0.9416171958514076,2.7805774211883545
dreams and plans,-22.154799342155457,-23.643083095550537,0.8158205336085654,1.4882837533950806
farms and fields,-22.22345769405365,-23.14313268661499,0.7149758785671093,0.9196749925613403
cause and consequence,-20.53166353702545,-24.473356246948242,0.9809544530290804,3.9416927099227905
choice and decision,-22.226341724395752,-24.022254943847656,0.8576507254753895,1.7959132194519043
confusion and turmoil,-25.489619255065918,-24.598236083984375,0.29082447197124606,-0.891383171081543
magic and superstition,-22.871305212378502,-22.655601143836975,0.44628210480893854,-0.2157040685415268
machinery and power,-23.625258803367615,-23.817721366882324,0.5479676646696179,0.19246256351470947
education and skill,-21.624138355255127,-24.371885538101196,0.9397859930108792,2.7477471828460693
forms and materials,-22.625998973846436,-21.45419406890869,0.23652889418691214,-1.1718049049377441
length and quality,-23.67068862915039,-23.10504150390625,0.36224183344152505,-0.5656471252441406
inclination and time,-26.092332363128662,-23.457202911376953,0.06691148434056193,-2.635129451751709
help and understanding,-23.328621864318848,-24.9876971244812,0.8401138286760114,1.6590752601623535
closets and drawers,-22.386099934577942,-25.059961915016174,0.9354665672454197,2.6738619804382324
friends and partners,-21.34774076938629,-21.22405171394348,0.4691170991832504,-0.12368905544281006
receivers and senders,-25.26360767055303,-21.510690331459045,0.02291196842897216,-3.752917339093983
authority and force,-25.541535139083862,-25.515274047851563,0.493435104474822,-0.026261091232299805
trees and underbrush,-24.84134793281555,-25.992658853530884,0.7597502805062067,1.151310920715332
bacon and coffee,-22.842477321624756,-20.819068431854248,0.1167669642086558,-2.023408889770508
december and may,-27.30738353729248,-23.581135272979736,0.02351666732040955,-3.726248264312744
grains and seeds,-20.492616772651672,-20.962336540222168,0.6153174269891037,0.4697197675704956
beauty and color,-23.265443086624146,-23.10127067565918,0.45904883426703746,-0.16417241096496582
legs and torso,-22.55591630935669,-21.844207286834717,0.3292213187210162,-0.7117090225219727
transportation and utilities,-22.474676609039307,-23.35807514190674,0.7075259852541298,0.8833985328674316
hardships and trials,-25.77829599380493,-23.847537875175476,0.12666669160149902,-1.9307581186294556
science and tactics,-25.585733890533447,-26.055766463279724,0.6153914658944092,0.47003257274627686
neighborhood and school,-23.78981924057007,-22.8178071975708,0.27447964106687367,-0.9720120429992676
irony and satire,-22.972585678100586,-22.06495475769043,0.28748486873600215,-0.90763092041015625
kitchen and pantry,-20.174980640411377,-22.17002773284912,0.880276072876734,1.9950470924377441
astronomy and geology,-22.52430546283722,-24.59379768371582,0.8879024312758474,2.069492220878601
feet and heads,-24.632433652877808,-22.453020095825195,0.10161445115496709,-2.1794135570526123
snow and water,-20.62651252746582,-20.344083786010742,0.42985843858655715,-0.2824287414550781
back and hips,-21.84783411026001,-22.991400003433228,0.7583337395636881,1.1435658931732178
bombers and missiles,-24.373764038085938,-23.052193880081177,0.21055717871877724,-1.3215701580047607
argument and debate,-23.798872470855713,-25.610456466674805,0.8595532055341268,1.8115839958190918
doubts and suspicions,-24.073415994644165,-24.423154592514038,0.5865541881467868,0.34973859786987305
laborers and servants,-25.76610517501831,-25.21670427918434,0.36600341690148963,-0.5494008958339691
arms and faces,-24.779401779174805,-23.82976007461548,0.2789568837928789,-0.9496417045593262
chrome and glass,-20.960866451263428,-20.576965808868408,0.4051864550995784,-0.38390064239501953
paris and washington,-26.450984477996826,-26.439207077026367,0.4970556837904549,-0.011777400970458984
arm and back,-22.886574268341064,-20.105495929718018,0.05835527267805761,-2.781078338623047
emotion and meaning,-23.498659372329712,-24.236718773841858,0.6765713551064375,0.738059401512146
bushes and vines,-24.59224808216095,-24.043161153793335,0.36607627452032077,-0.5490869283676147
authority and independence,-23.810765981674194,-23.72750163078308,0.4791959303568552,-0.08326435089111328
crises and problems,-24.948834896087646,-25.85853910446167,0.7129396308232824,0.9097042083740234
bathrobe and slippers,-20.442758092627628,-23.24822026491165,0.9429702768832738,2.805462172284024
generalists and specialists,-23.617783069610596,-22.634699381887913,0.27228034130767287,-0.983083687722683
boredom and loneliness,-24.19736623764038,-23.12971603870392,0.25585020814050913,-1.0676501989364624
excitement and fatigue,-25.809094429016113,-27.143714904785156,0.7916038886196876,1.334620475769043
fun and pleasure,-23.503751754760742,-23.290676593780518,0.44693183707195283,-0.2130751609802246
individualism and socialism,-23.36195158958435,-24.31621563434601,0.7219719028128055,0.9542640447616577
fields and homes,-26.399571895599365,-24.971423625946045,0.19338736924543895,-1.4281482696533203
certainty and security,-24.26844811439514,-24.150106191635132,0.47044899927692957,-0.11834192276000977
artist and critic,-22.9397611618042,-24.506120204925537,0.8272639414569272,1.566359043121338
20s and 30s,-18.626892232336104,-22.911979975178838,0.9864146894702537,4.285087742842734
brick and glass,-22.088960647583008,-23.121002674102783,0.7373115936958905,1.0320420265197754
dentist and doctor,-23.007177591323853,-22.53244924545288,0.38349771987587267,-0.4747283458709717
bourbon and water,-22.659021139144897,-24.993258476257324,0.9116731449937823,2.3342373371124268
cuts and wounds,-23.189359664916992,-23.46058464050293,0.5673936099342213,0.2712249755859375
palm and pine,-22.786946296691895,-24.417434692382813,0.8362365331053294,1.630488395690918
fish and vegetable,-20.584928512573242,-21.030762195587158,0.609648199364059,0.445833683013916
initials and names,-23.57622718811035,-21.788196563720703,0.14331434444211075,-1.7880306243896484
fury and pain,-25.225303173065186,-24.292110204696655,0.2822773796743791,-0.9331929683685303
gentleness and sweetness,-25.451553344726563,-25.632883824408054,0.545208812806528,0.18133047968149185
experiences and reactions,-23.240885496139526,-25.774224758148193,0.9264462270675744,2.533339262008667
bitterness and disappointment,-24.6495840549469,-24.811147689819336,0.5403032777740593,0.16156363487243652
comedy and satire,-21.983582496643066,-23.0317964553833,0.7404317827766772,1.0482139587402344
enthusiasm and warmth,-26.379835605621338,-25.347938656806946,0.2627165063868223,-1.031896948814392
body and breath,-22.166000366210938,-22.686019897460938,0.6271523333613367,0.52001953125
beauty and brains,-20.017009973526,-22.01845693588257,0.8809489160545164,2.0014469623565674
hotels and pensions,-20.575735688209534,-28.73782706260681,0.999714816178785,8.162091374397278
imagination and originality,-24.87502535432577,-24.245709896087646,0.3476657717715357,-0.6293154582381248
ears and hair,-22.88309359550476,-23.206496715545654,0.5801533939538986,0.32340312004089355
importance and validity,-24.867971181869507,-24.210641384124756,0.34133969027740374,-0.657329797744751
money and papers,-24.799543380737305,-25.69456672668457,0.7099257260167068,0.8950233459472656
pies and puddings,-23.052009175531566,-22.206778287887573,0.30043424363542154,-0.8452308876439929
eloquence and force,-26.728461861610413,-30.334645725786686,0.9735626363341247,3.6061838641762733
blossom and leaf,-24.32208824157715,-22.829843044281006,0.18358497471719448,-1.4922451972961426
desolation and misery,-26.35277795791626,-24.93506470322609,0.1950203234397199,-1.4177132546901703
boots and jacket,-23.177021980285645,-21.829243898391724,0.2062338656243284,-1.347778081893921
confusions and contradictions,-23.937884092330933,-23.737025648355484,0.4499535326793038,-0.2008584439754486
flames and sparks,-23.451112031936646,-22.644627809524536,0.30864019217428484,-0.8064842224121094
danger and threat,-25.653071880340576,-24.147214889526367,0.18155359870670698,-1.505856990814209
determination and faith,-25.512425184249878,-23.955625534057617,0.17410635612739037,-1.5567996501922607
berlin and frankfurt,-27.029619693756104,-28.726054668426514,0.8450685483467845,1.6964349746704102
clothes and dishes,-23.941843032836914,-23.019848823547363,0.28455173472228307,-0.9219942092895508
comfort and companionship,-26.03282354027033,-25.708006143569946,0.419502162099025,-0.32481739670038223
background and interest,-23.82067060470581,-24.883591890335083,0.743248410876039,1.0629212856292725
glass and rubber,-22.845088481903076,-23.571088790893555,0.6739269550016106,0.7260003089904785
color and scent,-23.110681533813477,-22.891807079315186,0.44549879088388056,-0.21887445449829102
interest and payments,-22.867754220962524,-23.5914363861084,0.6734173390067535,0.723682165145874
gambling and vice,-24.518604278564453,-28.04677963256836,0.9714788991311104,3.5281753540039063
activities and places,-21.75767159461975,-21.93875241279602,0.54514690699918,0.18108081817626953
elegance and purity,-23.563241362571716,-25.259379386901855,0.8450296653386397,1.6961380243301392
leaves and limbs,-22.523799419403076,-24.203864574432373,0.8429131585215904,1.6800651550292969
power and trade,-23.32441234588623,-23.943544387817383,0.6500211193328188,0.6191320419311523
games and races,-23.81975269317627,-23.358103275299072,0.3865946091070865,-0.46164941787719727
evenings and sundays,-25.598878785967827,-29.750720977783203,0.9845083649679873,4.151842191815376
activity and nature,-24.408962965011597,-23.207855701446533,0.231278299037564,-1.2011072635650635
sun and weather,-22.602683067321777,-22.54218101501465,0.48487909914453975,-0.060502052307128906
leather and paper,-22.46434783935547,-21.865280866622925,0.3545571847071236,-0.599066972732544
anguish and rage,-24.9871244430542,-25.181711673736572,0.5484938889932535,0.19458723068237305
shooting and yelling,-26.284247875213623,-27.49948501586914,0.7712242887240879,1.2152371406555176
arches and piers,-24.690901398658752,-24.641607597470284,0.48767904447094107,-0.04929380118846893
investment and risk,-22.307966470718384,-22.741069316864014,0.6066143555235345,0.4331028461456299
control and growth,-25.644848346710205,-23.50763177871704,0.10553184289661982,-2.137216567993164
happiness and pain,-22.125120639801025,-22.533188581466675,0.6006245171497984,0.4080679416656494
Egypt and Europe,-20.651153802871704,-20.713958263397217,0.5156959562093676,0.0628044605255127
order and truth,-24.422571182250977,-23.97002077102661,0.3887545543174499,-0.45255041122436523
factories and industries,-22.94438624382019,-24.68398404121399,0.8506359710583572,1.7395977973937988
name and year,-20.872239112854004,-22.95851707458496,0.8895622979160185,2.086277961730957
river and sky,-23.39890742301941,-24.13673162460327,0.6765198859195728,0.7378242015838623
detection and removal,-21.149763345718384,-26.518228769302368,0.9953603477996684,5.368465423583984
breakfast and luncheon,-24.733272969722748,-28.067707419395447,0.9655914072909175,3.334434449672699
attitude and experience,-24.063650369644165,-23.582512140274048,0.3819833849865891,-0.4811382293701172
pilot and plane,-23.970213174819946,-23.772263050079346,0.4506734324442455,-0.19795012474060059
malaria and typhoid,-24.335044112987816,-23.770724654197693,0.3625486105774205,-0.5643194587901235
technology and time,-22.135804653167725,-21.07987117767334,0.25808733944162293,-1.0559334754943848
economist and historian,-24.26884436607361,-24.653915405273438,0.5950955913620546,0.3850710391998291
muskets and swords,-23.107465386390686,-23.23913723602891,0.5328704851894718,0.13167184963822365
character and wisdom,-24.55694341659546,-24.026843547821045,0.37049359552774036,-0.5300998687744141
azaleas and camellias,-23.635794593021274,-23.453133072704077,0.45446116737190967,-0.18266152031719685
silence and space,-22.124926805496216,-23.00304889678955,0.7064329211844169,0.878122091293335
fingers and mouth,-24.611854076385498,-25.812652587890625,0.7686668037970154,1.200798511505127
power and variety,-25.120430946350098,-24.83687400817871,0.4295819618611665,-0.2835569381713867
cliches and stereotypes,-23.393566727638245,-23.39737057685852,0.5009509611584264,0.003803849220275879
habits and movements,-26.617812395095825,-25.67754888534546,0.2808471179151947,-0.9402635097503662
shirt and waistcoat,-22.906090959906578,-22.702624082565308,0.4493080421777611,-0.20346687734127045
boardinghouses and hotels,-26.81617760658264,-24.450538277626038,0.0858306767551464,-2.365639328956604
stucco and wood,-23.222696963697672,-23.108466846402735,0.47147348300072517,-0.11423011729493737
activities and character,-25.034480333328247,-25.996597290039063,0.7235454548619641,0.9621169567108154
happiness and warmth,-24.61484384536743,-22.818467259407043,0.1422927133547741,-1.7963765859603882
fulfillment and pleasure,-28.226778745651245,-24.579182147979736,0.02539211327868613,-3.647596597671509
means and motives,-24.89251184463501,-24.01365625858307,0.2934149857120642,-0.8788555860519409
fear and relief,-24.27206563949585,-25.700451135635376,0.806649632712912,1.4283854961395264
despair and futility,-25.36353312432766,-25.043076992034912,0.42056458894007487,-0.3204561322927475
ash and maple,-24.053510904312134,-25.637637615203857,0.8297881671368882,1.5841267108917236
beauty and inspiration,-23.03780484199524,-23.638417959213257,0.64579656525269,0.6006131172180176
clippings and pictures,-23.93106859177351,-23.68015136849135,0.4375977520931016,-0.2509172232821584
liquids and powders,-21.76431145425886,-23.033270001411438,0.7805644162341765,1.2689585471525788
domination and influence,-26.87197971343994,-26.174134016036987,0.33229003738924695,-0.6978456974029541
action and conversation,-24.614367961883545,-24.1398983001709,0.38355888169486463,-0.4744696617126465
pattern and sequence,-24.392455101013184,-22.745280265808105,0.16149114433499626,-1.6471748352050781
detective and police,-23.568318367004395,-22.61695647239685,0.2786110164650087,-0.951361894607544
church and graveyard,-21.48367929458618,-25.235785007476807,0.9770698546495722,3.752105712890625
gardens and lawn,-23.657280683517456,-21.85291600227356,0.14132058522324292,-1.8043646812438965
powers and processes,-25.358028173446655,-25.728785276412964,0.5916419085257807,0.3707571029663086
machinery and tractors,-25.63809609413147,-23.1592298746109,0.07735308081039537,-2.478866219520569
ammo and weapons,-22.398263454437256,-19.749347925186157,0.06605588172869145,-2.6489155292510986
clay and wax,-22.697741985321045,-24.40371608734131,0.846313377337255,1.7059741020202637
associations and enterprises,-26.79756450653076,-24.82556414604187,0.12217419065271795,-1.9720003604888916
grace and modesty,-23.657204100862145,-23.90530276298523,0.561708461641575,0.24809866212308407
brains and talent,-25.351755619049072,-25.50771999359131,0.5389122475960477,0.15596437454223633
comedy and humor,-22.743268966674805,-22.107059478759766,0.3461038917218932,-0.6362094879150391
certainty and order,-26.29103112220764,-26.254281997680664,0.4908137526791569,-0.03674912452697754
discretion and moderation,-24.38183617591858,-24.241146087646484,0.4648853795245831,-0.14069008827209473
attention and civility,-28.357228212058544,-26.914860725402832,0.19117899739540373,-1.4423674866557121
captain and leader,-25.34702968597412,-26.56565260887146,0.7718211186468386,1.2186229228973389
control and intelligence,-25.521023273468018,-24.287074089050293,0.225490973617089,-1.2339491844177246
grease and sweat,-25.893584489822388,-25.456289291381836,0.39238565770520384,-0.43729519844055176
comprehension and control,-25.80950951576233,-26.66632604598999,0.7019951074487935,0.8568165302276611
hallucinations and visions,-24.793048858642578,-24.522229053080082,0.43270584504479676,-0.2708198055624962
commands and statements,-24.6538724899292,-25.9200119972229,0.7800811790320419,1.2661395072937012
cost and upkeep,-25.208564281463623,-25.480278968811035,0.5675138096839889,0.2717146873474121
men and objects,-25.567458629608154,-24.645657062530518,0.28459095484542335,-0.9218015670776367
fragrance and taste,-23.409599542617798,-22.50187921524048,0.28746655520052544,-0.9077203273773193
betrayal and murder,-23.45826506614685,-22.26879596710205,0.2333539004310529,-1.1894690990447998
bacteria and insects,-23.710261344909668,-23.097924947738647,0.3515264185354392,-0.6123363971710205
confusion and congestion,-27.274301528930664,-26.08532404899597,0.2334418625488715,-1.1889774799346924
facts and techniques,-23.478647112846375,-24.917860984802246,0.8083328854878256,1.4392138719558716
anger and spite,-24.901187419891357,-24.881896495819092,0.49517741853719494,-0.019290924072265625
money and numbers,-22.00497055053711,-20.203108072280884,0.14162449784688244,-1.8018624782562256
boulders and ledges,-25.58487262763083,-27.1445349752903,0.8263048967294573,1.5596623476594687
abolition and emancipation,-24.204028074163944,-23.81459951400757,0.40385487077741783,-0.38942856015637517
nationalism and sovereignty,-24.307302236557007,-24.27428150177002,0.49174556632112204,-0.033020734786987305
tensions and uncertainties,-24.96931219100952,-26.9119291305542,0.8746393601622555,1.9426169395446777
beauty and poise,-23.58957588672638,-25.12327742576599,0.8225472481808878,1.5337015390396118
background and intelligence,-26.240135669708252,-25.385303020477295,0.29842008268620085,-0.854832649230957
battle and bloodshed,-24.675436675548553,-25.781298398971558,0.7513568040587654,1.1058617234230042
fairness and moderation,-24.882362008094788,-25.34877872467041,0.6145352913685981,0.46641671657562256
back and behind,-23.489656925201416,-24.47053861618042,0.7272831280679006,0.9808816909790039
apprehension and terror,-26.1475550532341,-26.742756366729736,0.6445576765899009,0.595201313495636
head and teeth,-23.174972534179688,-24.51171112060547,0.7919530915295239,1.3367385864257813
cod and salmon,-21.93069291114807,-22.056020975112915,0.5312910689852811,0.12532806396484375
archaeologists and geologists,-25.50035010278225,-24.877862207591534,0.3492158301871448,-0.6224878951907158
chopping and sawing,-26.50789581425488,-23.87673592567444,0.06715974786949992,-2.6311598885804415
anxiety and dismay,-27.206843972206116,-26.390480041503906,0.30653604113033606,-0.8163639307022095
resources and riches,-28.7432279586792,-25.234285354614258,0.029058854816378862,-3.5089426040649414
personnel and ships,-26.711466312408447,-25.32972288131714,0.2007291430298085,-1.3817434310913086
bandits and outlaws,-24.38536666147411,-22.87906876206398,0.18148809246385572,-1.5062978994101286
secrecy and stealth,-25.077831029891968,-24.405921459197998,0.33806938792945773,-0.6719095706939697
soldiers and subjects,-26.64164090156555,-30.190914630889893,0.9720577063607447,3.549273729324341
barges and towboats,-26.188905894756317,-24.779586713877507,0.19634146162200186,-1.4093191808788106
celebration and ritual,-24.640817642211914,-23.962621688842773,0.3366640659758217,-0.6781959533691406
searching and yearning,-29.320274591445923,-25.43034791946411,0.02003714882709906,-3.8899266719818115
letters and magazines,-24.340049982070923,-23.56805181503296,0.3160470211987484,-0.7719981670379639
flight and terror,-26.102437496185303,-25.207488298416138,0.29008954364348755,-0.894949197769165
gaiety and spirit,-28.55644130706787,-30.23698365688324,0.8429763338141949,1.6805423498153687
disdain and indifference,-26.32545495033264,-27.764694213867188,0.8083368193954293,1.439239263534546
liberalism and progress,-22.95261311531067,-30.03059434890747,0.9991572366409839,7.077981233596802
blame and hate,-26.10249376296997,-24.09174871444702,0.11807936888578097,-2.010745048522949
color and imagery,-24.375376224517822,-24.176016449928284,0.4503244741374998,-0.19935977458953857
intonation and phrasing,-23.593334339559078,-24.59371473826468,0.7311333629808895,1.0003803987056017
abasement and humiliation,-35.831196308135986,-27.41067786095664,2.2025188751140915e-4,-8.420518447179347
commercialism and materialism,-28.1208723038435,-28.431694269180298,0.5770858808570305,0.3108219653367996
education and industrialization,-26.215274572372437,-25.571627736091614,0.34442263296264947,-0.6436468362808228
foreboding and gloom,-27.85300350189209,-26.241427874192595,0.16636997329699688,-1.6115756276994944
firepower and speed,-25.254894733428955,-24.941975831985474,0.42240242849859466,-0.31291890144348145
